"synsetid","sampleid","sample"
"301881696","2","prophetic powers"
"301881696","3","words that proved prophetic"
"301882621","1","Delphic pronouncements"
"301882621","2","an oracular message"
"301882754","1","the high priest's divinatory pronouncement"
"301882754","2","mantic powers"
"301882754","3","a kind of sibylline book with ready and infallible answers to questions"
"301883898","1","prospective earnings"
"301883898","2","a prospective mother"
"301883898","3","a prospective bride"
"301883898","4","the statute is solely prospective in operation"
"301884176","1","potential clients"
"301884353","1","he was preparing for future employment opportunities"
"301884539","1","retrospective self-justification"
"301884744","1","retroactive tax increase"
"301884744","2","an ex-post-facto law"
"301884744","3","retro pay"
"301884930","1","the most protected spot I could find"
"301885614","1","a woman covert"
"301885991","1","a snug harbor"
"301885991","2","a snug hideout"
"301886241","1","weatherproof electric wiring"
"301886241","2","a weatherproof coat"
"301886620","1","the exposed northeast frontier"
"301886620","2","open to the weather"
"301886620","3","an open wound"
"301886783","1","naked to mine enemies"
"301887076","1","a protective covering"
"301887076","2","the use of protective masks and equipment"
"301887076","3","protective coatings"
"301887076","4","kept the drunken sailor in protective custody"
"301887076","5","animals with protective coloring"
"301887076","6","protective tariffs"
"301887638","1","the swastika...a very ancient prophylactic symbol occurring among all peoples"
"301887819","1","contraceptive devices and medications"
"301888017","1","daycare that is educational and not just custodial"
"301888017","2","a guardian angel"
"301888017","3","tutelary gods"
"301888284","1","pilots are taught to take evasive action"
"301888450","1","overprotective parents"
"301888554","1","timbers should be treated with a preservative substance"
"301888765","1","the protecting blanket of snow"
"301888765","2","a protecting alibi"
"301889256","1","proud parents"
"301889256","2","proud of his accomplishments"
"301889256","3","a proud moment"
"301889256","4","proud to serve his country"
"301889256","5","a proud name"
"301889256","6","proud princes"
"301889819","1","an arrogant official"
"301889819","2","arrogant claims"
"301889819","3","chesty as a peacock"
"301890097","1","beaming parents"
"301890187","1","too big for his britches"
"301890187","2","had a swelled head"
"301890187","3","he was swelled with pride"
"301890382","1","a snotty little scion of a degenerate family"
"301890382","2","they're snobs--stuck-up and uppity and persnickety"
"301890752","1","big talk"
"301891109","1","some economists are disdainful of their colleagues in other social disciplines"
"301891109","2","haughty aristocrats"
"301891109","3","his lordly manners were offensive"
"301891109","4","walked with a prideful swagger"
"301891109","5","very sniffy about breaches of etiquette"
"301891109","6","his mother eyed my clothes with a supercilious air"
"301891109","7","a more swaggering mood than usual"
"301891773","1","a conceited fool"
"301891773","2","an attitude of self-conceited arrogance"
"301891773","3","an egotistical disregard of others"
"301891773","4","so swollen by victory that he was unfit for normal duty"
"301891773","5","growing ever more swollen-headed and arbitrary"
"301891773","6","vain about her clothes"
"301892506","1","proud of their child"
"301892953","1","a humble apology"
"301892953","2","essentially humble...and self-effacing\, he achieved the highest formal honors and distinctions"
"301893303","1","brought low"
"301893303","2","a broken man"
"301893303","3","his broken spirit"
"301893510","1","meek and self-effacing"
"301893724","1","a proven liar"
"301893724","2","a Soviet leader of proven shrewdness"
"301893939","1","the established facts in the case"
"301894077","1","their evidenced friendliness to the US"
"301894196","1","a tested method"
"301894324","1","a verified claim"
"301894416","1","unproved allegations"
"301894416","2","unproved assumptions"
"301894758","1","wild squirrels are provident"
"301894758","2","a provident father plans for his children's education"
"301895099","1","careful with money"
"301895296","1","large goals that required farsighted policies"
"301895296","2","took a long view of the geopolitical issues"
"301895717","1","careful forethoughtful planning"
"301896046","1","a short view of the problem"
"301896046","2","shortsighted policies"
"301896046","3","shortsighted critics derided the plan"
"301896046","4","myopic thinking"
"301896478","1","a provocative remark"
"301896478","2","a provocative smile"
"301896478","3","provocative Irish tunes which...compel the hearers to dance"
"301896925","1","a provoking delay at the airport"
"301897106","1","an intriguing smile"
"301897224","1","the highly charged issue of abortion"
"301897607","1","tossed a rousing political comment into the conversation"
"301898129","1","a prudent manager"
"301898129","2","prudent rulers"
"301898129","3","prudent hesitation"
"301898129","4","more prudent to hide than to fight"
"301898490","1","circumspect actions"
"301898490","2","physicians are now more circumspect about recommending its use"
"301898490","3","a discreet investor"
"301898722","1","judicious use of one's money"
"301898722","2","a wise decision"
"301898974","1","the prudent use and development of resources"
"301898974","2","wild squirrels are provident"
"301899167","1","he abstained partly for prudential reasons"
"301899360","1","very imprudent of her mother to encourage her in such silly romantic ideas"
"301899360","2","would be imprudent for a noneconomist to talk about the details of economic policy"
"301899742","1","ill-considered actions often result in disaster"
"301899742","2","an ill-judged attempt"
"301899970","1","an injudicious measure"
"301899970","2","the result of an injudicious decision"
"301900188","1","do something rash that he will forever repent"
"301900349","1","she expected guests to be punctual at meals"
"301900349","2","he is not a particularly punctual person"
"301900349","3","punctual payment"
"301900630","1","the train is prompt"
"301900771","1","the timely filing of his income tax return"
"301901082","1","was behindhand with the rent"
"301901186","1","a belated birthday card"
"301901186","2","I'm late for the plane"
"301901186","3","the train is late"
"301901186","4","tardy children are sent to the principal"
"301901186","5","always tardy in making dental appointments"
"301901496","1","benighted (or nighted) travelers hurrying toward home"
"301901649","1","last-minute arrangements"
"301902003","1","the poor tarred-and-feathered wretch"
"301902171","1","would he forget the crime and let it go unpunished?"
"301902313","1","let her children grow up uncorrected"
"301902468","1","punitive justice"
"301902468","2","punitive damages"
"301902703","1","a correctional institution"
"301902866","1","penal servitude"
"301902980","1","penitentiary institutions"
"301903160","1","retributive justice demands an eye for an eye"
"301903412","1","from a penal to a rehabilitative philosophy"
"301903412","2","rehabilitative treatment"
"301903813","1","full-blooded Native American"
"301903813","2","blooded Jersies"
"301904596","1","an underbred dog"
"301904845","1","I felt pure and sweet as a new baby"
"301904845","2","pure as the driven snow"
"301905235","1","in shining white armor"
"301905377","1","impure thoughts"
"301905653","1","pure air and water"
"301905653","2","pure gold"
"301905653","3","pure primary colors"
"301905653","4","the violin's pure and lovely song"
"301905653","5","pure tones"
"301905653","6","pure oxygen"
"301906173","1","an axenic culture"
"301906320","1","clean water"
"301906320","2","fresh air"
"301906464","1","efforts to obtain a clean bass in orchestral recordings"
"301906464","2","clear laughter like a waterfall"
"301906464","3","clear reds and blues"
"301906464","4","a light lilting voice like a silver bell"
"301906817","1","gold 21 carats fine"
"301906975","1","native copper"
"301907103","1","plain water"
"301907103","2","sheer wine"
"301907103","3","not an unmixed blessing"
"301907293","1","pristine mountain snow"
"301907481","1","unadulterated maple syrup"
"301907595","1","unalloyed metal"
